Neon_pressure=0.0092_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 800.0
195.2037815346219 743.0
195.47341553816543 773.0
195.74304201014752 772.0
196.012660950085 785.0
196.28227235749478 806.0
196.55187623189366 786.0
196.82147257279857 787.0
197.09106137972637 806.0
197.36064265219392 805.0
197.63021638971804 795.0
197.89978259181567 787.0
198.16934125800364 795.0
198.43889238779886 799.0
198.7084359807181 788.0
198.97797203627835 785.0
199.2475005539964 812.0
199.51702153338914 793.0
199.78653497397343 819.0
200.05604087526618 800.0
200.3255392367842 801.0
200.59503005804436 776.0
200.8645133385636 784.0
201.1339890778587 785.0
201.4034572754466 805.0
201.67291793084408 821.0
201.94237104356813 814.0
202.21181661313554 798.0
202.48125463906314 793.0
202.7506851208679 798.0
203.02010805806663 802.0
203.28952345017618 812.0
203.55893129671344 798.0
203.8283315971953 796.0
204.0977243511386 780.0
204.3671095580602 789.0
204.636487217477 804.0
204.90585732890585 803.0
205.17521989186366 798.0
205.44457490586717 819.0
205.7139223704334 812.0
205.98326228507918 817.0
206.2525946493213 807.0
206.5219194626767 786.0
206.79123672466224 792.0
207.06054643479476 781.0
207.32984859259116 803.0
207.59914319756828 805.0
207.86843024924303 794.0
208.13770974713225 805.0
208.40698169075276 808.0
208.6762460796215 805.0
208.94550291325532 796.0
209.2147521911711 796.0
209.48399391288567 798.0
209.75322807791594 790.0
210.02245468577874 790.0
210.29167373599094 796.0
210.56088522806942 786.0
210.83008916153108 803.0
211.09928553589276 791.0
211.3684743506713 795.0
211.63765560538363 806.0
211.9068292995466 804.0
212.175995432677 795.0
212.44515400429182 776.0
212.71430501390782 800.0
212.98344846104192 794.0
213.25258434521103 801.0
213.52171266593191 800.0
213.79083342272153 795.0
214.05994661509675 805.0
214.3290522425744 790.0
214.5981503046713 784.0
214.8672408009044 813.0
215.13632373079054 805.0
215.4053990938466 796.0
215.6744668895894 801.0
215.94352711753592 802.0
216.21257977720293 809.0
216.48162486810728 794.0
216.7506623897659 815.0
217.01969234169565 797.0
217.2887147234134 784.0
217.55772953443596 799.0
217.82673677428028 797.0
218.0957364424632 795.0
218.36472853850154 801.0
218.6337130619122 801.0
218.9026900122121 809.0
219.17165938891804 798.0
219.4406211915469 794.0
219.70957541961562 806.0
219.97852207264097 806.0
220.24746115013983 796.0
220.5163926516291 795.0
220.78531657662566 801.0
221.05423292464639 814.0
221.32314169520808 797.0
221.59204288782766 798.0
221.860936502022 810.0
222.12982253730797 794.0
222.39870099320237 800.0
222.66757186922214 797.0
222.93643516488416 797.0
223.20529087970525 802.0
223.47413901320226 806.0
223.74297956489212 796.0
224.01181253429166 795.0
224.28063792091777 786.0
224.5494557242873 795.0
224.8182659439171 807.0
225.08706857932413 806.0
225.35586363002508 792.0
225.62465109553705 810.0
225.89343097537673 796.0
226.16220326906105 799.0
226.43096797610687 805.0
226.69972509603105 805.0
226.9684746283505 808.0
227.237216572582 799.0
227.50595092824256 804.0
227.7746776948489 808.0
228.04339687191796 783.0
228.31210845896663 814.0
228.5808124555117 813.0
228.84950886107015 798.0
229.11819767515877 808.0
229.38687889729442 777.0
229.65555252699397 797.0
229.92421856377433 789.0
230.1928770071524 793.0
230.46152785664492 801.0
230.73017111176884 790.0
230.99880677204106 799.0
231.26743483697837 796.0
231.53605530609772 795.0
231.8046681789159 811.0
232.07327345494983 805.0
232.34187113371638 808.0
232.61046121473237 809.0
232.87904369751473 799.0
233.14761858158028 800.0
233.41618586644586 804.0
233.68474555162845 799.0
233.95329763664483 807.0
234.2218421210119 801.0
234.49037900424648 813.0
234.7589082858655 798.0
235.02742996538583 795.0
235.29594404232427 803.0
235.56445051619772 816.0
235.8329493865231 807.0
236.10144065281722 806.0
236.36992431459691 795.0
236.63840037137916 792.0
236.9068688226808 790.0
237.1753296680186 790.0
237.44378290690955 815.0
237.7122285388704 806.0
237.9806665634181 802.0
238.24909698006957 794.0
238.51751978834153 817.0
238.78593498775095 797.0
239.0543425778147 794.0
239.32274255804958 803.0
239.59113492797255 802.0
239.8595196871004 793.0
240.12789683495004 804.0
240.3962663710383 810.0
240.66462829488208 811.0
240.93298260599826 786.0
241.2013293039037 801.0
241.46966838811522 801.0
241.73799985814978 795.0
242.00632371352418 801.0
242.27463995375527 792.0
242.54294857835998 804.0
242.81124958685515 808.0
243.07954297875764 799.0
243.34782875358434 788.0
243.61610691085207 785.0
