gas=Ar_shot=39_power=207.7W_HR4000 spectrum
Wavelength [nm] // Intensity [u.a.] 
194.93414 801.0
195.2037815346219 771.0
195.47341553816543 762.0
195.74304201014752 787.0
196.012660950085 793.0
196.28227235749478 815.0
196.55187623189366 813.0
196.82147257279857 797.0
197.09106137972637 810.0
197.36064265219392 821.0
197.63021638971804 818.0
197.89978259181567 821.0
198.16934125800364 810.0
198.43889238779886 808.0
198.7084359807181 817.0
198.97797203627835 820.0
199.2475005539964 813.0
199.51702153338914 821.0
199.78653497397343 805.0
200.05604087526618 832.0
200.3255392367842 828.0
200.59503005804436 814.0
200.8645133385636 819.0
201.1339890778587 803.0
201.4034572754466 822.0
201.67291793084408 822.0
201.94237104356813 827.0
202.21181661313554 815.0
202.48125463906314 828.0
202.7506851208679 823.0
203.02010805806663 825.0
203.28952345017618 805.0
203.55893129671344 815.0
203.8283315971953 812.0
204.0977243511386 814.0
204.3671095580602 824.0
204.636487217477 814.0
204.90585732890585 830.0
205.17521989186366 814.0
205.44457490586717 812.0
205.7139223704334 813.0
205.98326228507918 817.0
206.2525946493213 811.0
206.5219194626767 821.0
206.79123672466224 823.0
207.06054643479476 813.0
207.32984859259116 830.0
207.59914319756828 815.0
207.86843024924303 807.0
208.13770974713225 805.0
208.40698169075276 806.0
208.6762460796215 831.0
208.94550291325532 824.0
209.2147521911711 813.0
209.48399391288567 820.0
209.75322807791594 807.0
210.02245468577874 821.0
210.29167373599094 813.0
210.56088522806942 817.0
210.83008916153108 833.0
211.09928553589276 821.0
211.3684743506713 820.0
211.63765560538363 814.0
211.9068292995466 814.0
212.175995432677 815.0
212.44515400429182 813.0
212.71430501390782 829.0
212.98344846104192 806.0
213.25258434521103 818.0
213.52171266593191 831.0
213.79083342272153 822.0
214.05994661509675 810.0
214.3290522425744 819.0
214.5981503046713 816.0
214.8672408009044 817.0
215.13632373079054 822.0
215.4053990938466 816.0
215.6744668895894 807.0
215.94352711753592 813.0
216.21257977720293 823.0
216.48162486810728 827.0
216.7506623897659 836.0
217.01969234169565 813.0
217.2887147234134 803.0
217.55772953443596 811.0
217.82673677428028 821.0
218.0957364424632 826.0
218.36472853850154 803.0
218.6337130619122 821.0
218.9026900122121 811.0
219.17165938891804 817.0
219.4406211915469 831.0
219.70957541961562 806.0
219.97852207264097 806.0
220.24746115013983 805.0
220.5163926516291 799.0
220.78531657662566 814.0
221.05423292464639 815.0
221.32314169520808 817.0
221.59204288782766 818.0
221.860936502022 832.0
222.12982253730797 818.0
222.39870099320237 805.0
222.66757186922214 820.0
222.93643516488416 819.0
223.20529087970525 796.0
223.47413901320226 814.0
223.74297956489212 829.0
224.01181253429166 821.0
224.28063792091777 801.0
224.5494557242873 813.0
224.8182659439171 819.0
225.08706857932413 843.0
225.35586363002508 823.0
225.62465109553705 823.0
225.89343097537673 824.0
226.16220326906105 816.0
226.43096797610687 814.0
226.69972509603105 808.0
226.9684746283505 830.0
227.237216572582 818.0
227.50595092824256 818.0
227.7746776948489 802.0
228.04339687191796 822.0
228.31210845896663 827.0
228.5808124555117 818.0
228.84950886107015 818.0
229.11819767515877 815.0
229.38687889729442 817.0
229.65555252699397 801.0
229.92421856377433 809.0
230.1928770071524 814.0
230.46152785664492 816.0
230.73017111176884 810.0
230.99880677204106 810.0
231.26743483697837 814.0
231.53605530609772 821.0
231.8046681789159 819.0
232.07327345494983 819.0
232.34187113371638 815.0
232.61046121473237 822.0
232.87904369751473 817.0
233.14761858158028 834.0
233.41618586644586 825.0
233.68474555162845 810.0
233.95329763664483 814.0
234.2218421210119 819.0
234.49037900424648 820.0
234.7589082858655 813.0
235.02742996538583 800.0
235.29594404232427 814.0
235.56445051619772 834.0
235.8329493865231 814.0
236.10144065281722 813.0
236.36992431459691 820.0
236.63840037137916 827.0
236.9068688226808 817.0
237.1753296680186 811.0
237.44378290690955 831.0
237.7122285388704 821.0
237.9806665634181 821.0
238.24909698006957 818.0
238.51751978834153 820.0
238.78593498775095 797.0
239.0543425778147 818.0
239.32274255804958 817.0
239.59113492797255 824.0
239.8595196871004 812.0
240.12789683495004 810.0
240.3962663710383 815.0
240.66462829488208 845.0
240.93298260599826 833.0
241.2013293039037 816.0
241.46966838811522 824.0
241.73799985814978 804.0
242.00632371352418 811.0
242.27463995375527 806.0
242.54294857835998 814.0
242.81124958685515 817.0
243.07954297875764 818.0
243.34782875358434 798.0
243.61610691085207 813.0
243.88437745007772 818.0
244.15264037077822 844.0
244.42089567247035 826.0
244.68914335467105 834.0
244.95738341689716 814.0
245.2256158586655 815.0
245.493840679493 823.0
245.76205787889654 812.0
246.03026745639292 813.0
246.29846941149904 822.0
246.5666637437318 832.0
246.834850452608 820.0
247.1030295376446 813.0
247.37120099835838 828.0
247.63936483426627 814.0
247.9075210448851 826.0
248.17566962973177 819.0
248.4438105883231 818.0
248.71194392017603 816.0
248.98006962480733 813.0
249.248187701734 821.0
249.51629815047275 814.0
249.78440097054056 809.0
250.05249616145431 813.0
250.32058372273076 826.0
250.5886636538869 816.0
250.85673595443953 834.0
251.12480062390551 825.0
251.39285766180177 798.0
251.6609070676451 810.0
251.92894884095242 814.0
252.19698298124058 820.0
252.46500948802645 810.0
252.73302836082692 803.0
253.00103959915882 800.0
253.26904320253902 822.0
253.53703917048443 829.0
253.80502750251188 814.0
254.07300819813827 814.0
254.34098125688044 805.0
254.60894667825525 837.0
254.87690446177962 817.0
255.14485460697037 819.0
255.41279711334434 817.0
255.6807319804185 815.0
255.94865920770962 807.0
256.2165787947346 821.0
256.48449074101035 827.0
256.75239504605366 813.0
257.02029170938147 816.0
257.28818073051065 812.0
257.556062108958 812.0
257.8239358442404 823.0
258.0918019358748 820.0
258.35966038337796 814.0
258.6275111862668 802.0
258.8953543440582 806.0
259.163189856269 822.0
259.4310177224162 823.0
259.6988379420164 810.0
259.9666505145867 806.0
260.23445543964385 826.0
260.50225271670473 825.0
260.77004234528624 812.0
261.03782432490533 825.0
261.3055986550787 822.0
261.5733653353234 821.0
261.8411243651561 839.0
262.1088757440937 825.0
262.37661947165327 817.0
